Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity Sample 1 : TMT10-126,Intensity Sample 2 : TMT10-126,Intensity Sample 3 : TMT10-126,Intensity Sample 1 : TMT10-127N,Intensity Sample 2 : TMT10-127N,Intensity Sample 3 : TMT10-127N,Intensity Sample 1 : TMT10-127C,Intensity Sample 2 : TMT10-127C,Intensity Sample 3 : TMT10-127C,Intensity Sample 1 : TMT10-128C,Intensity Sample 2 : TMT10-128C,Intensity Sample 3 : TMT10-128C,Intensity Sample 1 : TMT10-129C,Intensity Sample 2 : TMT10-129C,Intensity Sample 3 : TMT10-129C,Intensity Sample 1 : TMT10-130C,Intensity Sample 2 : TMT10-130C,Intensity Sample 3 : TMT10-130C,Intensity Sample 1 : TMT10-131,Intensity Sample 2 : TMT10-131,Intensity Sample 3 : TMT10-131,Ratio Sample 1 : TMT10-126,Ratio Sample 2 : TMT10-126,Ratio Sample 3 : TMT10-126,Ratio Sample 1 : TMT10-127N,Ratio Sample 2 : TMT10-127N,Ratio Sample 3 : TMT10-127N,Ratio Sample 1 : TMT10-127C,Ratio Sample 2 : TMT10-127C,Ratio Sample 3 : TMT10-127C,Ratio Sample 1 : TMT10-128C,Ratio Sample 2 : TMT10-128C,Ratio Sample 3 : TMT10-128C,Ratio Sample 1 : TMT10-129C,Ratio Sample 2 : TMT10-129C,Ratio Sample 3 : TMT10-129C,Ratio Sample 1 : TMT10-130C,Ratio Sample 2 : TMT10-130C,Ratio Sample 3 : TMT10-130C,Ratio Sample 1 : TMT10-131,Ratio Sample 2 : TMT10-131,Ratio Sample 3 : TMT10-131,Intensity Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Intensity Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Intensity Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Intensity Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Intensity Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Intensity Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Intensity Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Ratio Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Ratio Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Ratio Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Ratio Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Ratio Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Ratio Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Ratio Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
3565,3549,O15117,4.11,66.94,1.465E4,1.263E4,1.009E4,2.395E4,1.821E4,1.736E4,3.314E4,2.432E4,1.993E4,2.575E4,1.511E4,1.623E4,3.028E4,2.211E4,1.876E4,2.496E4,1.374E4,1.053E4,1.559E4,9.652E3,6.31E3,1.00,0.86,0.69,1.64,1.24,1.19,2.26,1.66,1.36,1.76,1.03,1.11,2.07,1.51,1.28,1.70,0.94,0.72,1.06,0.66,0.43,3.736E4,5.952E4,7.739E4,5.709E4,7.115E4,4.924E4,3.155E4,1.00,1.59,2.07,1.53,1.90,1.32,0.84,8,5,5,TMT10plex,85387,FYN-binding protein 1 OS=Homo sapiens OX=9606 GN=FYB1 PE=1 SV=2
5060,3824,Q6P6C2,1.99,66.88,1.642E4,5.228E3,1.492E3,2.254E4,7.661E3,3.724E3,2.378E4,8.402E3,2.403E3,2.85E4,1.176E4,4.703E3,2.414E4,1.264E4,2.719E3,2.208E4,1.04E4,2.699E3,3.113E4,1.033E4,5.384E3,1.00,0.32,0.09,1.37,0.47,0.23,1.45,0.51,0.15,1.74,0.72,0.29,1.47,0.77,0.17,1.34,0.63,0.16,1.90,0.63,0.33,2.314E4,3.393E4,3.458E4,4.496E4,3.949E4,3.518E4,4.684E4,1.00,1.47,1.49,1.94,1.71,1.52,2.02,9,4,4,TMT10plex; Carbamidomethylation,44256,RNA demethylase ALKBH5 OS=Homo sapiens OX=9606 GN=ALKBH5 PE=1 SV=2
3366,3669,P16671,13.78,66.83,1.607E4,4.284E3,9.782E3,2.803E4,9.45E3,9.281E3,2.143E4,4.957E3,1.677E4,3.053E4,1.22E4,1.442E4,4.794E4,1.649E4,2.7E4,1.905E4,5.919E3,1.049E4,3.293E4,1.664E4,1.22E4,1.00,0.27,0.61,1.74,0.59,0.58,1.33,0.31,1.04,1.90,0.76,0.90,2.98,1.03,1.68,1.19,0.37,0.65,2.05,1.04,0.76,3.014E4,4.676E4,4.316E4,5.714E4,9.142E4,3.546E4,6.177E4,1.00,1.55,1.43,1.90,3.03,1.18,2.05,9,4,4,TMT10plex; Carbamidomethylation,53053,Platelet glycoprotein 4 OS=Homo sapiens OX=9606 GN=CD36 PE=1 SV=2
3736,6523,P82921,9.10,66.74,5.715E3,3.297E3,1.86,1.779E4,1.51E4,2.098E3,9.252E3,4.077E3,893.252,2.169E4,1.452E4,1.953E3,2.115E4,1.678E4,3.18E3,1.07E4,8.505E3,2.374E3,3.125E4,2.34E4,4.002E3,1.00,0.58,0.00,3.11,2.64,0.37,1.62,0.71,0.16,3.80,2.54,0.34,3.70,2.94,0.56,1.87,1.49,0.42,5.47,4.09,0.70,9.014E3,3.498E4,1.422E4,3.817E4,4.111E4,2.158E4,5.864E4,1.00,3.88,1.58,4.23,4.56,2.39,6.51,30,2,2,TMT10plex,10689,28S ribosomal protein S21  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS21 PE=1 SV=3
3278,4238,O75909,4.29,66.73,1.437E4,1.197E4,4.157E3,2.612E4,1.394E4,6.653E3,2.215E4,1.44E4,8.567E3,4.045E4,2.358E4,9.165E3,2.603E4,1.636E4,4.377E3,2.584E4,1.777E4,6.988E3,2.862E4,1.475E4,3.695E3,1.00,0.83,0.29,1.82,0.97,0.46,1.54,1.00,0.60,2.82,1.64,0.64,1.81,1.14,0.30,1.80,1.24,0.49,1.99,1.03,0.26,3.049E4,4.671E4,4.512E4,7.319E4,4.677E4,5.061E4,4.707E4,1.00,1.53,1.48,2.40,1.53,1.66,1.54,6,3,3,TMT10plex,64240,Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2
4100,4189,P04066,4.92,66.65,3.97E4,9.675E3,5.645E3,7.628E4,1.505E4,9.021E3,7.95E4,1.402E4,1.027E4,7.72E4,1.761E4,1.077E4,7.261E4,1.365E4,6.971E3,5.904E4,1.501E4,1.161E4,4.331E4,1.16E4,8.566E3,1.00,0.24,0.14,1.92,0.38,0.23,2.00,0.35,0.26,1.94,0.44,0.27,1.83,0.34,0.18,1.49,0.38,0.29,1.09,0.29,0.22,5.502E4,1.003E5,1.038E5,1.056E5,9.323E4,8.566E4,6.348E4,1.00,1.82,1.89,1.92,1.69,1.56,1.15,8,3,3,TMT10plex,53689,Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4
3573,4092,Q8N3F8,3.31,66.65,2.671E3,0,0,4.251E3,0,0,5.145E3,0,0,5.341E3,0,0,4.859E3,0,0,4.372E3,0,0,2.829E3,0,0,1.00,0,0,1.59,0,0,1.93,0,0,2.00,0,0,1.82,0,0,1.64,0,0,1.06,0,0,2.671E3,4.251E3,5.145E3,5.341E3,4.859E3,4.372E3,2.829E3,1.00,1.59,1.93,2.00,1.82,1.64,1.06,2,2,2,TMT10plex,93441,MICAL-like protein 1 OS=Homo sapiens OX=9606 GN=MICALL1 PE=1 SV=2
4533,4232,Q9H300,5.77,66.64,4.884E3,1.406E4,2.088E3,9.406E3,2.067E4,4.257E3,5.106E3,1.586E4,3.729E3,8.214E3,2.846E4,5.592E3,7.005E3,2.176E4,2.437E3,5.981E3,2.11E4,2.043E3,1.457E4,2.501E4,5.485E3,1.00,2.88,0.43,1.93,4.23,0.87,1.05,3.25,0.76,1.68,5.83,1.15,1.43,4.46,0.50,1.22,4.32,0.42,2.98,5.12,1.12,2.104E4,3.434E4,2.47E4,4.226E4,3.12E4,2.912E4,4.507E4,1.00,1.63,1.17,2.01,1.48,1.38,2.14,11,3,3,TMT10plex,42190,Presenilins-associated rhomboid-like protein  mitochondrial OS=Homo sapiens OX=9606 GN=PARL PE=1 SV=2
4708,4332,Q6ZNB6,3.42,66.64,859.693,4.951E3,1.64E3,2.351E3,8.064E3,3.039E3,867.898,9.095E3,2.407E3,2.479E3,9.026E3,3.765E3,1.633E3,5.622E3,2.58E3,2.072E3,7.554E3,2.704E3,1.625E3,7.875E3,2.208E3,1.00,5.76,1.91,2.73,9.38,3.53,1.01,10.58,2.80,2.88,10.50,4.38,1.90,6.54,3.00,2.41,8.79,3.15,1.89,9.16,2.57,7.451E3,1.345E4,1.237E4,1.527E4,9.835E3,1.233E4,1.171E4,1.00,1.81,1.66,2.05,1.32,1.65,1.57,4,3,3,TMT10plex; Carbamidomethylation,101339,NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2
3284,3550,Q05823,4.86,66.63,4.339E3,8.445E3,2.299E3,4.663E3,9.78E3,2.502E3,5.345E3,1.287E4,5.005E3,8.534E3,1.382E4,6.511E3,4.755E3,1.025E4,4.069E3,5.799E3,9.32E3,5.029E3,6.108E3,1.083E4,4.432E3,1.00,1.95,0.53,1.07,2.25,0.58,1.23,2.97,1.15,1.97,3.19,1.50,1.10,2.36,0.94,1.34,2.15,1.16,1.41,2.50,1.02,1.508E4,1.695E4,2.322E4,2.887E4,1.908E4,2.015E4,2.136E4,1.00,1.12,1.54,1.91,1.26,1.34,1.42,6,5,4,TMT10plex,83533,2-5A-dependent ribonuclease OS=Homo sapiens OX=9606 GN=RNASEL PE=1 SV=2
3522,3474,Q7LBR1,5.96,66.62,4.986E4,8.312E4,7.702E4,8.813E4,1.415E5,1.282E5,1.063E5,1.725E5,1.617E5,1.538E5,2.168E5,2.025E5,7.82E4,1.394E5,1.327E5,9.042E4,1.661E5,1.452E5,1.01E5,1.368E5,1.411E5,1.00,1.67,1.54,1.77,2.84,2.57,2.13,3.46,3.24,3.08,4.35,4.06,1.57,2.80,2.66,1.81,3.33,2.91,2.03,2.74,2.83,2.1E5,3.578E5,4.404E5,5.731E5,3.503E5,4.017E5,3.79E5,1.00,1.70,2.10,2.73,1.67,1.91,1.80,22,5,5,TMT10plex,22109,Charged multivesicular body protein 1b OS=Homo sapiens OX=9606 GN=CHMP1B PE=1 SV=1
4159,3729,P38432,8.36,66.60,5.831E3,1.156E4,1.386E4,3.72E4,2.997E4,5.179E4,2.63E4,2.785E4,3.352E4,3.447E4,4.063E4,5.633E4,1.83E4,2.636E4,3.641E4,1.514E4,1.706E4,2.752E4,4.568E4,4.668E4,5.983E4,1.00,1.98,2.38,6.38,5.14,8.88,4.51,4.78,5.75,5.91,6.97,9.66,3.14,4.52,6.25,2.60,2.93,4.72,7.83,8.01,10.26,3.126E4,1.19E5,8.766E4,1.314E5,8.107E4,5.972E4,1.522E5,1.00,3.81,2.80,4.20,2.59,1.91,4.87,8,4,4,TMT10plex; Carbamidomethylation,62608,Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1
3156,3948,P29083,19.85,66.55,5.151E3,4.016E3,8.077E3,1.368E4,8.33E3,1.494E4,5.798E3,4.281E3,1.566E4,1.873E4,1.101E4,2.983E4,7.097E3,7.595E3,2.571E4,5.905E3,6.839E3,1.387E4,2.603E4,1.445E4,3.025E4,1.00,0.78,1.57,2.66,1.62,2.90,1.13,0.83,3.04,3.64,2.14,5.79,1.38,1.47,4.99,1.15,1.33,2.69,5.05,2.81,5.87,1.724E4,3.695E4,2.574E4,5.957E4,4.04E4,2.662E4,7.073E4,1.00,2.14,1.49,3.45,2.34,1.54,4.10,11,5,4,TMT10plex; Deamidation (NQ),49452,General transcription factor IIE subunit 1 OS=Homo sapiens OX=9606 GN=GTF2E1 PE=1 SV=2
3320,3437,Q8NEY8,7.49,66.52,8.144E4,5.205E4,9.952E4,1.924E5,1.474E5,2.695E5,1.346E5,9.019E4,1.923E5,2.066E5,1.49E5,2.575E5,1.332E5,8.689E4,1.859E5,1.807E5,1.123E5,2.479E5,1.301E5,7.826E4,1.653E5,1.00,0.64,1.22,2.36,1.81,3.31,1.65,1.11,2.36,2.54,1.83,3.16,1.64,1.07,2.28,2.22,1.38,3.04,1.60,0.96,2.03,2.33E5,6.093E5,4.171E5,6.13E5,4.061E5,5.409E5,3.737E5,1.00,2.61,1.79,2.63,1.74,2.32,1.60,10,6,5,TMT10plex; Phosphorylation (STY),52737,Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=2
2730,3672,P08779,2.43,66.50,0,3.624E3,6.757E3,0,3.534E3,7.014E3,0,4.059E3,3.878E3,0,6.456E3,4.008E3,0,4.127E3,5.902E3,0,6.33E3,7.16E3,0,4.278E3,3.063E3,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,1.038E4,1.055E4,7.936E3,1.046E4,1.003E4,1.349E4,7.341E3,1.00,1.02,0.76,1.01,0.97,1.30,0.71,3,6,2,TMT10plex; Deamidation (NQ),51268,Keratin  type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4
2730,3688,P02533,2.43,66.50,0,3.624E3,6.757E3,0,3.534E3,7.014E3,0,4.059E3,3.878E3,0,6.456E3,4.008E3,0,4.127E3,5.902E3,0,6.33E3,7.16E3,0,4.278E3,3.063E3,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,1.038E4,1.055E4,7.936E3,1.046E4,1.003E4,1.349E4,7.341E3,1.00,1.02,0.76,1.01,0.97,1.30,0.71,3,6,2,TMT10plex; Deamidation (NQ),51562,Keratin  type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4
4008,3939,Q14728,10.14,66.47,3.918E3,0,3.356E4,1.427E4,3.524E3,5.712E4,7.68E3,1.888E3,4.968E4,1.529E4,6.044E3,7.418E4,1.334E4,3.225E3,7.82E4,1.107E4,2.752E3,6.79E4,1.091E4,1.874E3,4.818E4,1.00,0,8.57,3.64,0.90,14.58,1.96,0.48,12.68,3.90,1.54,18.93,3.41,0.82,19.96,2.82,0.70,17.33,2.78,0.48,12.30,3.748E4,7.491E4,5.924E4,9.551E4,9.477E4,8.171E4,6.096E4,1.00,2.00,1.58,2.55,2.53,2.18,1.63,10,5,4,TMT10plex; Carbamidomethylation,48339,Major facilitator superfamily domain-containing protein 10 OS=Homo sapiens OX=9606 GN=MFSD10 PE=1 SV=1
3397,3611,P47712,8.17,66.44,2.134E4,1.562E4,3.189E4,4.777E4,3.706E4,8.943E4,3.395E4,2.878E4,4.837E4,6.186E4,5.759E4,1.176E5,4.066E4,3.335E4,5.226E4,2.927E4,2.146E4,2.777E4,5.058E4,3.628E4,4.916E4,1.00,0.73,1.49,2.24,1.74,4.19,1.59,1.35,2.27,2.90,2.70,5.51,1.91,1.56,2.45,1.37,1.01,1.30,2.37,1.70,2.30,6.885E4,1.743E5,1.111E5,2.371E5,1.263E5,7.85E4,1.36E5,1.00,2.53,1.61,3.44,1.83,1.14,1.98,7,7,7,TMT10plex; Carbamidomethylation,85239,Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2
4419,6506,Q9BTT4,5.30,66.43,635.443,1.83E3,4.379E3,2.425E3,4.472E3,1.272E4,2.64E3,3.99E3,1.125E4,3.822E3,3.401E3,2.099E4,1.155E3,2.446E3,8.559E3,1.881E3,1.881E3,9.075E3,3.005E3,3.603E3,1.45E4,1.00,2.88,6.89,3.82,7.04,20.02,4.15,6.28,17.70,6.01,5.35,33.03,1.82,3.85,13.47,2.96,2.96,14.28,4.73,5.67,22.82,6.845E3,1.962E4,1.788E4,2.821E4,1.216E4,1.284E4,2.111E4,1.00,2.87,2.61,4.12,1.78,1.88,3.08,22,2,2,TMT10plex,15688,Mediator of RNA polymerase II transcription subunit 10 OS=Homo sapiens OX=9606 GN=MED10 PE=1 SV=1
3008,3632,Q5TZA2,9.47,66.40,1.663E4,1.399E3,8.677E3,3.941E4,2.087E3,1.439E4,3.27E4,1.753E3,1.603E4,5.492E4,1.964E3,2.099E4,2.726E4,0,1.302E4,2.93E4,2.596E3,1.501E4,2.857E4,1.273E3,1.072E4,1.00,0.08,0.52,2.37,0.13,0.87,1.97,0.11,0.96,3.30,0.12,1.26,1.64,0,0.78,1.76,0.16,0.90,1.72,0.08,0.64,2.671E4,5.588E4,5.048E4,7.787E4,4.027E4,4.691E4,4.056E4,1.00,2.09,1.89,2.92,1.51,1.76,1.52,2,7,6,TMT10plex,228521,Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1
4522,5026,Q9NSI2,4.21,66.39,9.285E3,3.701E3,4.601E3,2.783E4,7.851E3,6.672E3,1.865E4,6.129E3,6.397E3,2.885E4,1.113E4,8.632E3,2.091E4,5.196E3,5.135E3,2.035E4,5.218E3,6.456E3,3.801E4,7.629E3,6.648E3,1.00,0.40,0.50,3.00,0.85,0.72,2.01,0.66,0.69,3.11,1.20,0.93,2.25,0.56,0.55,2.19,0.56,0.70,4.09,0.82,0.72,1.759E4,4.235E4,3.117E4,4.861E4,3.124E4,3.202E4,5.228E4,1.00,2.41,1.77,2.76,1.78,1.82,2.97,10,2,2,TMT10plex,25456,Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2
4391,3661,O75558,4.14,66.33,9.889E3,2.907E4,5.684E3,1.802E4,3.942E4,8.021E3,1.786E4,4.112E4,1.001E4,2.328E4,5.3E4,1.211E4,1.908E4,5.393E4,1.169E4,1.73E4,5.291E4,1.118E4,1.914E4,3.969E4,1.253E4,1.00,2.94,0.57,1.82,3.99,0.81,1.81,4.16,1.01,2.35,5.36,1.23,1.93,5.45,1.18,1.75,5.35,1.13,1.94,4.01,1.27,4.465E4,6.547E4,6.899E4,8.839E4,8.469E4,8.139E4,7.135E4,1.00,1.47,1.55,1.98,1.90,1.82,1.60,19,5,5,TMT10plex; Carbamidomethylation,33196,Syntaxin-11 OS=Homo sapiens OX=9606 GN=STX11 PE=1 SV=1
4052,4327,Q9BWJ5,19.90,66.32,7.544E3,5.598E3,8.066E3,6.305E3,6.684E3,6.603E3,7.712E3,8.211E3,9.552E3,1.078E4,1.148E4,9.673E3,5.889E3,5.816E3,5.828E3,8.258E3,1.116E4,9.416E3,1.462E4,1.368E4,1.463E4,1.00,0.74,1.07,0.84,0.89,0.88,1.02,1.09,1.27,1.43,1.52,1.28,0.78,0.77,0.77,1.09,1.48,1.25,1.94,1.81,1.94,2.121E4,1.959E4,2.547E4,3.194E4,1.753E4,2.884E4,4.292E4,1.00,0.92,1.20,1.51,0.83,1.36,2.02,43,3,3,TMT10plex; Carbamidomethylation,10135,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1
5461,5059,O00411,17.31,66.28,4.021E3,886.607,0,1.774E4,8.603E3,0,5.024E3,668.986,0,8.444E3,3.666E3,0,6.664E3,2.101E3,0,6.736E3,1.112E3,0,3.109E4,1.604E4,0,1.00,0.22,0,4.41,2.14,0,1.25,0.17,0,2.10,0.91,0,1.66,0.52,0,1.68,0.28,0,7.73,3.99,0,4.908E3,2.635E4,5.693E3,1.211E4,8.765E3,7.848E3,4.713E4,1.00,5.37,1.16,2.47,1.79,1.60,9.60,2,2,2,TMT10plex,138620,DNA-directed RNA polymerase  mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2
3973,3974,Q69YN2,14.29,66.25,5.602E4,3.04E4,5.964E4,8.198E4,3.213E4,4.442E4,4.361E4,2.076E4,2.865E4,1.08E5,3.932E4,5.657E4,5.154E4,1.859E4,2.704E4,4.295E4,1.719E4,2.381E4,1.003E5,3.896E4,4.96E4,1.00,0.54,1.06,1.46,0.57,0.79,0.78,0.37,0.51,1.93,0.70,1.01,0.92,0.33,0.48,0.77,0.31,0.43,1.79,0.70,0.89,1.461E5,1.585E5,9.303E4,2.039E5,9.717E4,8.395E4,1.889E5,1.00,1.09,0.64,1.40,0.67,0.57,1.29,7,4,4,TMT10plex,60619,CWF19-like protein 1 OS=Homo sapiens OX=9606 GN=CWF19L1 PE=1 SV=2
4415,4368,Q9BWH2,6.77,66.25,2.089E4,1.457E4,1.535E4,2.133E4,1.767E4,2.251E4,2.529E4,2.105E4,2.296E4,3.947E4,3.117E4,3.389E4,2.764E4,2.1E4,2.556E4,3.373E4,2.387E4,2.692E4,2.598E4,2.43E4,3.025E4,1.00,0.70,0.73,1.02,0.85,1.08,1.21,1.01,1.10,1.89,1.49,1.62,1.32,1.00,1.22,1.61,1.14,1.29,1.24,1.16,1.45,5.082E4,6.151E4,6.929E4,1.045E5,7.419E4,8.452E4,8.053E4,1.00,1.21,1.36,2.06,1.46,1.66,1.58,16,3,3,TMT10plex,20676,FUN14 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=FUNDC2 PE=1 SV=2
2919,3581,P43403,2.73,66.24,4.352E3,1.185E4,1.732E4,4.045E3,1.418E4,2.218E4,4.09E3,2.338E4,3.69E4,5.307E3,1.734E4,2.495E4,4.781E3,1.309E4,2.52E4,4.739E3,1.431E4,2.417E4,3.909E3,8.758E3,1.59E4,1.00,2.72,3.98,0.93,3.26,5.10,0.94,5.37,8.48,1.22,3.98,5.73,1.10,3.01,5.79,1.09,3.29,5.55,0.90,2.01,3.65,3.352E4,4.04E4,6.437E4,4.76E4,4.307E4,4.322E4,2.857E4,1.00,1.21,1.92,1.42,1.28,1.29,0.85,6,7,3,TMT10plex,69872,Tyrosine-protein kinase ZAP-70 OS=Homo sapiens OX=9606 GN=ZAP70 PE=1 SV=1
4316,3649,Q3YEC7,3.58,66.23,7.252E3,2.672E4,1.481E4,2.352E4,3.121E4,2.725E4,1.414E4,3.843E4,3.222E4,2.392E4,3.802E4,3.111E4,1.562E4,2.759E4,2.401E4,1.464E4,3.957E4,3.098E4,2.605E4,3.468E4,3.236E4,1.00,3.68,2.04,3.24,4.30,3.76,1.95,5.30,4.44,3.30,5.24,4.29,2.15,3.80,3.31,2.02,5.46,4.27,3.59,4.78,4.46,4.878E4,8.198E4,8.479E4,9.305E4,6.722E4,8.519E4,9.309E4,1.00,1.68,1.74,1.91,1.38,1.75,1.91,8,5,5,TMT10plex,79549,Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2
3065,3662,P56556,14.64,66.22,8.621E4,4.074E4,4.453E4,2.08E5,1.172E5,9.115E4,1.456E5,7.805E4,8.034E4,2.382E5,1.41E5,1.131E5,2.056E5,1.075E5,1.047E5,1.503E5,9.391E4,9.581E4,1.62E5,8.147E4,6.629E4,1.00,0.47,0.52,2.41,1.36,1.06,1.69,0.91,0.93,2.76,1.64,1.31,2.38,1.25,1.21,1.74,1.09,1.11,1.88,0.95,0.77,1.715E5,4.164E5,3.04E5,4.924E5,4.178E5,3.4E5,3.098E5,1.00,2.43,1.77,2.87,2.44,1.98,1.81,25,5,5,TMT10plex,17871,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=3
3091,6532,Q9Y2S6,12.41,66.18,2.853E5,2.819E5,4.162E5,5.804E5,5.568E5,8.738E5,4.09E5,3.826E5,6.127E5,4.373E5,3.985E5,6.232E5,2.761E5,2.595E5,4.357E5,3.405E5,3.141E5,4.793E5,3.137E5,2.82E5,4.321E5,1.00,0.99,1.46,2.03,1.95,3.06,1.43,1.34,2.15,1.53,1.40,2.18,0.97,0.91,1.53,1.19,1.10,1.68,1.10,0.99,1.51,9.834E5,2.011E6,1.404E6,1.459E6,9.713E5,1.134E6,1.028E6,1.00,2.04,1.43,1.48,0.99,1.15,1.05,30,3,3,TMT10plex,7066,Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1
3047,3678,Q12974,4.19,66.15,2.236E4,2.788E4,4.436E4,4.314E4,5.713E4,8.379E4,3.221E4,4.362E4,6.847E4,5.839E4,7.686E4,1.135E5,4.331E4,5.316E4,7.997E4,4.374E4,6.11E4,9.851E4,6.791E4,8.357E4,9.878E4,1.00,1.25,1.98,1.93,2.55,3.75,1.44,1.95,3.06,2.61,3.44,5.08,1.94,2.38,3.58,1.96,2.73,4.41,3.04,3.74,4.42,9.461E4,1.841E5,1.443E5,2.488E5,1.764E5,2.034E5,2.503E5,1.00,1.95,1.53,2.63,1.86,2.15,2.65,27,5,5,TMT10plex; Carbamidomethylation,19127,Protein tyrosine phosphatase type IVA 2 OS=Homo sapiens OX=9606 GN=PTP4A2 PE=1 SV=1
4124,3999,Q8IWV7,2.41,66.14,4.009E3,7.857E3,7.334E3,8.752E3,1.508E4,9.552E3,5.243E3,1.34E4,9.148E3,9.356E3,1.643E4,9.649E3,8.689E3,1.286E4,8.46E3,7.095E3,9.273E3,8.281E3,6.982E3,1.045E4,5.868E3,1.00,1.96,1.83,2.18,3.76,2.38,1.31,3.34,2.28,2.33,4.10,2.41,2.17,3.21,2.11,1.77,2.31,2.07,1.74,2.61,1.46,1.92E4,3.339E4,2.779E4,3.544E4,3.001E4,2.465E4,2.33E4,1.00,1.74,1.45,1.85,1.56,1.28,1.21,1,3,2,TMT10plex; Carbamidomethylation,200209,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1
4471,4456,Q9H9E3,2.20,66.13,2.303E3,3.492E3,6.451E3,3.543E3,4.795E3,9.786E3,5.025E3,6.828E3,1.351E4,3.32E3,8.215E3,1.575E4,3.229E3,5.867E3,1.004E4,2.537E3,5.955E3,1.072E4,3.472E3,4.705E3,1.197E4,1.00,1.52,2.80,1.54,2.08,4.25,2.18,2.97,5.87,1.44,3.57,6.84,1.40,2.55,4.36,1.10,2.59,4.66,1.51,2.04,5.20,1.225E4,1.812E4,2.537E4,2.729E4,1.913E4,1.922E4,2.014E4,1.00,1.48,2.07,2.23,1.56,1.57,1.64,3,2,2,TMT10plex,89083,Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3
3546,3435,Q8N983,11.50,66.11,2.956E4,1.105E4,2.826E4,9.162E4,2.037E4,5.576E4,6.443E4,2.499E4,4.6E4,1.273E5,3.62E4,7.832E4,1.061E5,2.402E4,5.236E4,7.922E4,2.531E4,5.457E4,6.949E4,2.433E4,6.011E4,1.00,0.37,0.96,3.10,0.69,1.89,2.18,0.85,1.56,4.31,1.22,2.65,3.59,0.81,1.77,2.68,0.86,1.85,2.35,0.82,2.03,6.887E4,1.677E5,1.354E5,2.418E5,1.825E5,1.591E5,1.539E5,1.00,2.44,1.97,3.51,2.65,2.31,2.24,20,5,5,TMT10plex; Deamidation (NQ),23431,39S ribosomal protein L43  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1
